name,image_src,url,table_check,qualification,expertise
รศ. พญ.สุวัจนา อธิภาส,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587697640_%E0%B8%9C%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%B1%E0%B8%88%E0%B8%99%E0%B8%B2_%E0%B8%AD%E0%B8%98%E0%B8%B4%E0%B8%A0%E0%B8%B2%E0%B8%AA.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=114,"จันทร์ 15:30 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 09:00 - 13:30 น. สัปดาห์ที่ 3","แพทยศาสตร์บัณฑิต, คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2528ประกาศนียบัตรชั้นสูงทางวิทยาศาสตร์การแพทย์คลินิก สาขาโสต นาสิก ลาริงซ์วิทยา, บัณฑิตวิทยาลัย มหาวิทยาลัยมหิดล พ.ศ.2532วุฒิบัตรเป็นผู้มีความรู้ความชำนาญในการประกอบวิชาชีพเวชกรรม สาขาโสต ศอ นาสิก, แพทยสภา พ.ศ.2534",โรคหู โสตประสาท การได้ยิน และการทรงตัว
รศ. นพ.สุวิทย์ เจริญศักดิ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587631534_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B9%8C_%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=35,"จันทร์ 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 15:00 - 18:30 น. สัปดาห์ที่ 2,4,5 อาทิตย์ 12:30 - 17:30 น. สัปดาห์ที่ 1,2,3,4,5","แพทยศาสตร์บัณฑิต จากคณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล ปี 2538ประกาศนียบัตรบัณฑิตทางวิทยาศาสตร์การแพทย์คลินิก สาขาจิตเวชศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล ปี 2544วุฒิบัตรสาขาจิตเวชศาสตร์ แสดงความรู้ความชำนาญในการประกอบวิชาชีพเวชกรรม จากคณะแพทยศาสตร์ศิริราชพยาบาล ปี 2546Certificate of completion in academic and clinical studies at Alzheimer’s Disease center, David Geffen School of Medicine University of California, Los Angeles, USAอนุบัตรอนุสาขาจิตเวชศาสตร์ผู้สูงอายุ จากแพทยสภา ปี 2561",จิตเวชศาสตร์
ผศ. พญ.สุวิมล วงศ์ลักษณะพิมล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587701790_%E0%B8%AD.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%B4%E0%B8%A1%E0%B8%A5_%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C%E0%B8%A5%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%93%E0%B8%B0%E0%B8%9E%E0%B8%B4%E0%B8%A1%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=155,"อังคาร 16:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",,รังสีวินิจฉัย
รศ. พญ.โสภา พงศ์พรทรัพย์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587701997_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D._%E0%B9%82%E0%B8%AA%E0%B8%A0%E0%B8%B2_%E0%B8%9E%E0%B8%87%E0%B8%A8%E0%B9%8C%E0%B8%9E%E0%B8%A3%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%9E%E0%B8%A2%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=156,"ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",,รังสีวินิจฉัย
รศ. พญ.โสมนัส ถุงสุวรรณ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587631044_%E0%B8%9C%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B9%82%E0%B8%AA%E0%B8%A1%E0%B8%99%E0%B8%B1%E0%B8%AA_%E0%B8%96%E0%B8%B8%E0%B8%87%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=28,"อังคาร 08:30 - 11:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 08:30 - 11:02 น. สัปดาห์ที่ 1,2,3,4,5",,โรคจอตา
อ. นพ.หฤษฎ์ ปัณณะรัส,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1701426377_%E0%B8%AB%E0%B8%A4%E0%B8%A9%E0%B8%8E%E0%B9%8C_%E0%B8%9B%E0%B8%B1%E0%B8%93%E0%B8%93%E0%B8%B0%E0%B8%A3%E0%B8%B1%E0%B8%AA.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=863,,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2555วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2560วุฒิบัตรสาขาอายุรศาสตร์ผู้สูงอายุ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2562,อายุรศาสตร์ผู้สูงอายุ
ผศ. พญ.อชิรญา เตยะธิติ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1638514953_Achiray.t.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1197,"อังคาร 16:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5","แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2553วุฒิบัตรสาขารังสีรักษาและมะเร็งวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556Research Fellowship in Central nervous system, Mayo Clinical, Rochester, Minnesotaประเทศสหรัฐอเมริกา พ.ศ.2563Research Fellowship in Genitourinary system (Prostate cancer) Memorial Sloan Kettering Cancer Center, New Yorkประเทศสหรัฐอเมริกา พ.ศ.2564","มะเร็งระบบทางเดินปัสสาวะ, รังสีรักษา"
รศ. นพ.อดิศักดิ์ ตรีนวรัตน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587718897_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E._%E0%B8%AD%E0%B8%94%E0%B8%B4%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C_%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%A7%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=372,"จันทร์ 18:20 - 19:30 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 08:54 - 11:22 น. สัปดาห์ที่ 1,2,3,4,5",การถนอมสายตา,โรคจอตา
นพ.อดิศักดิ์ เกษมอัศวชานนท์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1698652770_%E0%B8%AD%E0%B8%94%E0%B8%B4%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=791,,,รังสีวินิจฉัย
ศ.คลินิก นพ.อดุลย์ รัตนวิจิตราศิลป์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587707500_%E0%B8%A8.%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81_%E0%B8%99%E0%B8%9E.%E0%B8%AD%E0%B8%94%E0%B8%B8%E0%B8%A5%E0%B8%A2%E0%B9%8C_%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%A7%E0%B8%B4%E0%B8%88%E0%B8%B4%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B8%A8%E0%B8%B4%E0%B8%A5%E0%B8%9B%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=252,"พุธ 17:00 - 18:24 น. สัปดาห์ที่ 1,2,3,4,5",,ศัลยศาสตร์ศีรษะ คอ และเต้านม
รศ. พญ.อติพร ตวงทอง,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587631132_%E0%B8%9C%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%A3_%E0%B8%95%E0%B8%A7%E0%B8%87%E0%B8%97%E0%B8%AD%E0%B8%87.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=29,"พฤหัสบดี 08:45 - 11:45 น. สัปดาห์ที่ 1,2,3,4,5",การถนอมสายตา,วัดสายตาประกอบแว่น และเลนส์สัมผัส
ผศ. นพ.อธิรัฐ บุญญาศิริ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1608890273_%E0%B8%9C%E0%B8%A8._%E0%B8%99%E0%B8%9E._%E0%B8%AD%E0%B8%98%E0%B8%B4%E0%B8%A3%E0%B8%B1%E0%B8%90_%E0%B8%9A%E0%B8%B8%E0%B8%8D%E0%B8%8D%E0%B8%B2%E0%B8%A8%E0%B8%B4%E0%B8%A3.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1177,,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2548วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2554วุฒิบัตรสาขาอายุรศาสตร์โรคติดเชื้อ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556ปริญญาโท (วิทยาศาสตร์มหาบัณฑิต) อิมพีเรียลคอลเลจลอนดอน ระบาดวิทยาโรคติดเชื้อ พ.ศ.2560,อายุรศาสตร์ โรคติดเชื้อ
พญ.อนิตา อาชวเมธี,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1701311150_%E0%B8%9E%E0%B8%8D-%E0%B8%AD%E0%B8%99%E0%B8%B4%E0%B8%95%E0%B8%B2-%E0%B8%AD%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B9%80%E0%B8%A1%E0%B8%98%E0%B8%B5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1250,,,อายุรศาสตร์มะเร็งวิทยา
รศ. นพ.อนิรุธ ภัทรากาญจน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587630358_%E0%B8%A3.%E0%B8%AD.%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AD%E0%B8%99%E0%B8%B4%E0%B8%A3%E0%B8%B8%E0%B8%98_%E0%B8%A0%E0%B8%B1%E0%B8%97%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=17,"อังคาร 17:00 - 20:00 น. สัปดาห์ที่ 1,3",โรคไตในเด็ก ใครว่าไม่น่ากลัว(Kidney in child),กุมารแพทย์โรคไต
ผศ. พญ.อนุช ดุรงค์พันธุ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587708823_%E0%B8%AD.%E0%B8%9E%E0%B8%8D.%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%8A_%E0%B8%94%E0%B8%B8%E0%B8%A3%E0%B8%87%E0%B8%84%E0%B9%8C%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=697,"อังคาร 16:30 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 14:00 - 18:00 น. สัปดาห์ที่ 1,2,4,5",นอนกรน โรคหยุดหายใจขณะหลับ(Obstructive Sleep Apnea),โสต ศอ นาสิก
รศ. นพ.อนุพันธ์ ตันติวงศ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587707352_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B9%8C_%E0%B8%95%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%B4%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=248,"จันทร์ 09:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",ปัสสาวะบ่อย ปัสสาวะขัดกระเพาะปัสสาวะอักเสบหรือเปล่า?,ศัลยศาสตร์ยูโร
นพ.อนุยุต ตันติภูมิอมร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1691034682_%E0%B8%99%E0%B8%9E._%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%A2%E0%B8%B8%E0%B8%95_%E0%B8%95%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%B4%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4%E0%B8%AD%E0%B8%A1%E0%B8%A3_%28002%29.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1238,"จันทร์ 14:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,4 09:00 - 15:30 น. สัปดาห์ที่ 5 09:30 - 12:00 น. สัปดาห์ที่ 3 อาทิตย์ 10:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:30 น. สัปดาห์ที่ 1,2,3,4,5",,อายุรศาสตร์โรคไต
นพ.อนุวัฒน์ ทวีสุวรรณไกร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1701426610_%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C_%E0%B8%97%E0%B8%A7%E0%B8%B5%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B9%84%E0%B8%81%E0%B8%A3.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1221,"จันทร์ 16:30 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2561ประกาศนียบัตรการอบรมหลักสูตร Advance course in Palliative care ศูนย์การุณรักษ์ คณะแพทยศาสตร์ มหาวิทยาลัยขอนแก่น พ.ศ.2563ประกาศนียบัตรการอบรมหลักสูตร Pain and Palliative care for Doctors ศูนย์การุณรักษ์ คณะแพทยศาสตร์ มหาวิทยาลัยขอนแก่น พ.ศ.2563วุฒิบัตรสาขาเวชศาสตร์ครอบครัว แพทยสภา พ.ศ.2564,"เวชศาสตร์ครอบครัว, การดูแลแบบประคับประคอง"
พญ.อนุสรณ์ พัฒนประภาพันธุ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1612147847_Anusorn.pat.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=571,"จันทร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,3,5 13:00 - 16:00 น. สัปดาห์ที่ 1,3,5 อาทิตย์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ มหาวิทยาลัยศรีนครินทรวิโรฒ พ.ศ.2548วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ มหาวิทยาลัยศรีนครินทรวิโรฒ พ.ศ.2555วุฒิบัตรสาขาอายุรศาสตร์เบาหวานและต่อมไร้ท่อ กรมการแพทย์โรงพยาบาลราชวิถี พ.ศ.2557,อายุรศาสตร์ต่อมไร้ท่อและเมตะบอลิสม
นพ.อภิชาญ ชำนาญเวช,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1701426723_%E0%B8%AD%E0%B8%A0%E0%B8%B4%E0%B8%8A%E0%B8%B2%E0%B8%8D_%E0%B8%8A%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%8D%E0%B9%80%E0%B8%A7%E0%B8%8A.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=671,"พุธ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",,อายุรศาสตร์โรคข้อและรูมาติซั่ม
ศ.เกียรติคุณ นพ.อภิชาติ วิชญาณรัตน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587703762_%E0%B8%A8.%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4%E0%B8%84%E0%B8%B8%E0%B8%93_%E0%B8%99%E0%B8%9E.%E0%B8%AD%E0%B8%A0%E0%B8%B4%E0%B8%8A%E0%B8%B2%E0%B8%95%E0%B8%B4_%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%8D%E0%B8%B2%E0%B8%93%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=186,,เบาหวานป้องกันได้,ต่อมไร้ท่อและเมตะบอลิสม
รศ. พญ.อภิญญา เจริญศักดิ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587702276_%E0%B8%9C%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%AD%E0%B8%A0%E0%B8%B4%E0%B8%8D%E0%B8%8D%E0%B8%B2_%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=158,"พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",,รังสีวินิจฉัย
